id,"y__fft_aggregated__aggtype_""kurtosis""","y__fft_aggregated__aggtype_""skew""","y__change_quantiles__f_agg_""mean""__isabs_False__qh_1.0__ql_0.6",label
0,0.6254477769270947,0.10500538886086636,0.0,0.0
1,0.6254477769270947,0.10500538886086636,0.0,0.0
2,0.6254477769270947,0.10500538886086636,0.0,0.0
3,0.6254477769270947,0.10500538886086636,0.0,0.0
4,-1.3849451453993733,0.5102196626740698,0.0,0.0
5,-1.036691162986974,0.39918550134263875,-0.43085909197537653,0.0
6,-0.29096068487393045,0.4002574386747295,0.0,0.0
7,-0.04405859803854124,0.2759480870280677,0.0,0.0
8,-0.009202712218486486,0.256146298767318,0.0,0.0
9,0.3267186855409667,0.16877386195393346,0.0,0.0
10,0.8669971680110613,0.05199586051980879,0.0,0.0
11,0.8251710269354038,0.057975820131432695,0.0,0.0
12,-1.1305563008825803,0.6546613359236597,0.0,0.0
13,-1.1996595915088493,0.5765980935036585,-0.7785210130083614,0.0
14,-0.6660624034143612,0.572144835288411,0.0,0.0
15,0.26447206613036583,0.17728300556370255,0.0,0.0
16,0.24319523206631852,0.17795507719110099,0.0,0.0
17,0.26222840012895315,0.17382434300829191,0.0,0.0
18,-0.09724765341610082,0.2732292913113207,0.0,0.0
19,0.00254820125344071,0.2891740115688043,0.0,0.0
20,-1.1488212089630274,1.211049811498255,0.0,0.0
21,-1.646273818538857,0.8962691155630511,-0.4945351390094903,0.0
22,-0.8442916115417383,0.8333672676609146,0.0,0.0
23,-0.11998577924707333,0.28819353414896554,0.0,0.0
24,-0.17195305256240698,0.2876499720639844,0.0,0.0
25,0.37687733229210874,0.15286834793444648,0.0,0.0
26,0.5169310346258306,0.12068140655231302,0.0,0.0
27,0.4831553920981344,0.13188102183919975,0.0,0.0
28,-0.9948902618703336,0.6719492203228973,0.0,0.0
29,-0.8948728463830596,0.4328306431582576,-1.0485632270727538,0.0
30,-0.26945809862159764,0.4049663447482773,0.0,0.0
31,-0.8552636592893522,0.6960277487157984,0.0,0.0
32,-0.8144491268971449,0.6693850018592891,0.0,0.0
33,-0.5391131959979225,0.7150829409273498,0.0,0.0
34,-0.08221944927462078,0.28052503241600824,0.0,0.0
35,-0.004556576078573624,0.2549258108872763,0.0,0.0
36,0.35526375457203213,0.16216506931567645,0.0,0.0
37,1.7913954801963181,-0.08228897746306384,0.0,0.0
38,1.5729239358242715,-0.06559424104061534,0.0,0.0
39,-1.40929240455683,0.6722869025463379,0.0,0.0
40,-1.732985108554054,0.7490110677307307,-0.5070844329505193,0.0
41,-0.9017347096284651,0.7732853700611766,-0.5070844329505193,0.0
42,-0.898625883072768,0.8479030344187658,-0.5070844329505193,0.0
43,-0.9712496122104968,0.6174296871127858,0.0,0.0
44,-0.9927978700612037,0.6257034827134776,-1.3311547350781754,0.0
45,-0.8730750921832422,0.4546032746802111,-1.3311547350781754,0.0
46,-0.4412505088148147,0.44427730298903134,0.0,0.0
47,-1.0082756982352628,0.7459364483096091,0.0,0.0
48,-0.7720951036674369,0.6588242266674545,0.0,0.0
49,-0.6585173188080998,0.6620836550426011,0.0,0.0
50,-0.46004970964236963,0.458533772891729,0.0,0.0
51,-0.4159497770794324,0.3863198061414318,0.0,0.0
52,-0.008671310158109161,0.25851450767703643,0.0,0.0
53,0.4185408326331104,0.13823761871982862,0.0,0.0
