id,"y__change_quantiles__f_agg_""mean""__isabs_True__qh_1.0__ql_0.8","y__change_quantiles__f_agg_""mean""__isabs_False__qh_1.0__ql_0.8",y__variance_larger_than_standard_deviation,"y__fft_aggregated__aggtype_""kurtosis""","y__change_quantiles__f_agg_""var""__isabs_True__qh_0.8__ql_0.0","y__change_quantiles__f_agg_""var""__isabs_False__qh_0.8__ql_0.0","y__change_quantiles__f_agg_""mean""__isabs_True__qh_0.8__ql_0.0","y__change_quantiles__f_agg_""mean""__isabs_True__qh_0.8__ql_0.2","y__change_quantiles__f_agg_""var""__isabs_False__qh_0.8__ql_0.2","y__fft_coefficient__coeff_4__attr_""abs""",y__sum_of_reoccurring_values,y__sum_of_reoccurring_data_points,"y__fft_coefficient__coeff_1__attr_""abs""",y__autocorrelation__lag_6,y__standard_deviation,y__variance,y__percentage_of_reoccurring_datapoints_to_all_datapoints,y__percentage_of_reoccurring_values_to_all_values,y__ratio_value_number_to_time_series_length,"y__change_quantiles__f_agg_""mean""__isabs_False__qh_1.0__ql_0.6","y__change_quantiles__f_agg_""var""__isabs_True__qh_0.6__ql_0.0","y__change_quantiles__f_agg_""mean""__isabs_False__qh_0.4__ql_0.2","y__change_quantiles__f_agg_""var""__isabs_True__qh_0.8__ql_0.2",y__absolute_sum_of_changes,"y__change_quantiles__f_agg_""var""__isabs_False__qh_0.6__ql_0.2","y__change_quantiles__f_agg_""mean""__isabs_True__qh_1.0__ql_0.0",y__mean_abs_change,"y__change_quantiles__f_agg_""var""__isabs_True__qh_0.6__ql_0.2",y__abs_energy,"y__fft_coefficient__coeff_0__attr_""abs""","y__change_quantiles__f_agg_""var""__isabs_False__qh_0.6__ql_0.0","y__change_quantiles__f_agg_""mean""__isabs_True__qh_1.0__ql_0.4",y__number_cwt_peaks__n_1,y__ratio_beyond_r_sigma__r_1.5,"y__change_quantiles__f_agg_""mean""__isabs_True__qh_0.6__ql_0.0",y__cid_ce__normalize_False,"y__change_quantiles__f_agg_""var""__isabs_False__qh_1.0__ql_0.0","y__linear_trend__attr_""stderr""",y__autocorrelation__lag_4,y__ratio_beyond_r_sigma__r_0.5,y__longest_strike_above_mean,y__partial_autocorrelation__lag_3,"y__change_quantiles__f_agg_""mean""__isabs_False__qh_0.8__ql_0.2","y__change_quantiles__f_agg_""mean""__isabs_True__qh_0.6__ql_0.2",y__autocorrelation__lag_2,"y__change_quantiles__f_agg_""mean""__isabs_False__qh_0.8__ql_0.4","y__change_quantiles__f_agg_""mean""__isabs_True__qh_1.0__ql_0.2",y__c3__lag_1,label
0,0.0,0.0,0.0,6.603686000169137,0.0,0.0,0.0,0.0,0.0,3.527193578195044,0.0,0.0,0.8403992999280804,-0.253794372540059,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9650561970207128,0.0,4.121348756785388,2.030110528218941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08140815897073843,-0.4141388490066936,0.0,1.0,-0.11137276308323969,0.0,0.0,0.041787623929913864,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,6.603686000169137,0.0,0.0,0.0,0.0,0.0,3.527193578195044,0.0,0.0,1.7053096099866711,-0.253794372540059,0.8526548049933356,0.7270202164782231,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.7053096099866711,0.0,1.7053096099866711,1.7053096099866711,0.0,4.226844393269914,2.354911446451211,0.0,0.0,0.0,0.0,0.0,1.7053096099866711,0.0,0.0,-0.4141388490066936,1.0,1.0,-0.11137276308323969,0.0,0.0,0.041787623929913864,0.0,0.0,0.0,0.0
2,0.0,0.0,1.0,6.603686000169137,0.0,0.0,0.7585351004356098,0.0,0.0,3.527193578195044,0.0,0.0,2.185633446118265,-0.253794372540059,1.0303174872922318,1.0615541246201785,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.463844710422281,0.0,1.2319223552111405,1.2319223552111405,0.0,4.414969734081514,1.9211772642478713,0.0,1.7053096099866711,0.0,0.0,0.7585351004356098,1.8664019836320773,0.22409549298391318,0.27331025897559047,-0.4141388490066936,0.6666666666666666,1.0,-0.11137276308323969,0.0,0.0,-1.4061771844018078,0.0,1.7053096099866711,-0.2859964100288947,0.0
3,0.0,0.0,0.0,6.603686000169137,0.222557964123561,1.5136272507945518,1.2302955948854535,0.0,0.0,3.527193578195044,0.0,0.0,2.6383257216594953,-0.253794372540059,0.9327893590106779,0.8700959882835515,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.165900799757578,0.0,1.3886335999191928,1.3886335999191928,0.0,6.02361019419236,3.1894991713798286,0.0,0.0,1.0,0.0,0.7585351004356098,2.5259555213322975,2.0623368871144163,0.5492829233914489,-0.4141388490066936,1.0,1.0,0.22242206532217074,0.0,0.0,-0.9999984792774631,0.0,1.7053096099866711,-0.23233706296297896,0.0
4,0.0,0.0,0.0,-1.3849451453993733,0.2903939143457281,1.190134193373798,0.9638167605820945,0.43085909197537653,0.0,3.527193578195044,0.0,0.0,2.2698536242757075,-0.253794372540059,0.8344662477009471,0.6963339185520984,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.596759891732955,0.0,1.1491899729332387,1.1491899729332387,0.0,6.724954160962345,4.02696198653641,0.0,0.43085909197537653,1.0,0.0,0.7585351004356098,2.5624384583608957,1.5526221777546863,0.33034316702367433,0.05640572886011236,0.8,2.0,-0.8445850857282847,-0.43085909197537653,0.0,-0.8519859155739393,-0.43085909197537653,1.0680843509810238,-0.3084582061079583,0.0
5,0.0,0.0,0.0,1.0484196972701032,0.27706664045564444,0.9540473647624472,0.8232569219648134,0.41621824904417326,0.00021435428173616553,3.527193578195044,0.0,0.0,1.5222120405028312,-0.253794372540059,0.7741069160372521,0.5992415174567053,0.0,0.0,1.0,-0.43085909197537653,0.03185469888403379,0.0,0.00021435428173616553,4.998337297845924,0.0,0.9996674595691848,0.9996674595691848,0.0,6.9149502507794605,4.46284739558002,0.03185469888403379,0.41621824904417326,2.0,0.3333333333333333,0.5800562532742899,2.593714569104971,1.2438089039730933,0.2163228328499859,0.20817168894231095,0.6666666666666666,2.0,0.07825761158405971,-0.41621824904417326,0.40157740611296994,-0.8369925612862252,-0.41621824904417326,0.8459153693583392,-0.11559728801876656,0.0
6,0.0,0.0,0.0,1.0195825927806133,0.27706664045564444,0.9540473647624472,0.8232569219648134,0.41621824904417326,0.00021435428173616553,3.527193578195044,0.0,0.0,1.9207897275904493,1.1760874321296493,0.7519118207398404,0.5653713861683018,0.0,0.0,1.0,0.0,0.03185469888403379,0.0,0.00021435428173616553,5.95626673534457,0.0,0.9927111225574284,0.9927111225574284,0.0,8.857670077221076,5.856662242122278,0.03185469888403379,0.43085909197537653,1.0,0.2857142857142857,0.5800562532742899,2.76495643242599,1.262917562354521,0.16800155940470535,-0.29579697455268966,0.8571428571428571,2.0,0.3425854632175638,-0.41621824904417326,0.40157740611296994,-0.6758988477605629,-0.43085909197537653,0.5967886451956642,0.00928119668404943,0.0
7,0.0,0.0,0.0,6.209921074208602,0.27706664045564444,0.9540473647624472,0.8232569219648134,0.41621824904417326,0.00021435428173616553,2.412253168664708,0.0,0.0,0.6148011484037162,0.9897573913389,0.8513211128216456,0.7247476371358851,0.0,0.0,1.0,0.0,0.03185469888403379,0.0,0.00021435428173616553,7.963688977244935,0.0,1.1376698538921335,1.1376698538921335,0.0,9.234184112859236,5.243054846764169,0.03185469888403379,0.5967886451956642,3.0,0.125,0.5800562532742899,3.4168301290070224,1.5251806623262953,0.1419810685813321,-0.4343512930370812,0.625,2.0,-0.10629500466686137,-0.41621824904417326,0.40157740611296994,-0.372478523621078,-0.41621824904417326,0.873918886393416,-0.054397872438833574,0.0
8,0.0,0.0,0.0,4.521651651839617,0.37312698008165435,1.4366464840124438,1.0430632278763774,0.5967886451956642,0.41976109495026453,2.773293822061106,0.0,0.0,1.7963177620410788,-0.20142229790748886,0.9706406003080105,0.9421431749662948,0.0,0.0,1.0,0.0,0.03185469888403379,0.0,0.06535423878710352,10.969477270453934,0.0,1.3711846588067418,1.3711846588067418,0.0,14.956713560901932,7.635235744615061,0.03185469888403379,0.43085909197537653,1.0,0.2222222222222222,0.5800562532742899,4.550768220211001,2.5866380656264667,0.14179100975924983,-0.23925054568475299,0.6666666666666666,1.0,-0.24083657518434146,0.041830979803433165,0.40157740611296994,-0.06900346784763149,-0.43085909197537653,0.873918886393416,-0.33890173455673506,0.0
9,0.0,0.0,0.0,5.515837178416484,0.37312698008165435,1.4366464840124438,1.0430632278763774,0.5967886451956642,0.41976109495026453,4.7463164397686235,0.0,0.0,1.6115326801843577,-0.20268149860067902,0.925705598679315,0.8569308554262289,0.0,0.0,1.0,0.0,0.03185469888403379,0.0,0.06535423878710352,12.829561505713315,0.0,1.425506833968146,1.425506833968146,0.0,15.239840419242956,8.16733240720657,0.03185469888403379,1.1454716636173787,3.0,0.2,0.5800562532742899,4.916238883164943,2.657785151425604,0.11394639704356538,-0.19721187268924595,0.6,2.0,-0.3403929496345404,0.041830979803433165,0.40157740611296994,-0.009387300437841688,-0.43085909197537653,1.071151956166609,-0.39416943631181467,0.0
