id,y__variance_larger_than_standard_deviation,y__standard_deviation,y__variance,y__abs_energy,"y__fft_coefficient__coeff_2__attr_""abs""","y__linear_trend__attr_""stderr""",y__cid_ce__normalize_False,"y__change_quantiles__f_agg_""var""__isabs_False__qh_1.0__ql_0.0",y__absolute_sum_of_changes,y__mean_abs_change,"y__change_quantiles__f_agg_""mean""__isabs_True__qh_1.0__ql_0.0","y__fft_coefficient__coeff_0__attr_""abs""","y__change_quantiles__f_agg_""var""__isabs_True__qh_1.0__ql_0.0","y__change_quantiles__f_agg_""var""__isabs_True__qh_0.8__ql_0.0",y__spkt_welch_density__coeff_2,"y__fft_coefficient__coeff_1__attr_""abs""","y__change_quantiles__f_agg_""var""__isabs_False__qh_0.8__ql_0.0","y__change_quantiles__f_agg_""mean""__isabs_True__qh_0.8__ql_0.0",y__range_count__max_1__min_-1,y__maximum,y__quantile__q_0.9,"y__change_quantiles__f_agg_""var""__isabs_True__qh_1.0__ql_0.2","y__change_quantiles__f_agg_""var""__isabs_False__qh_1.0__ql_0.2","y__change_quantiles__f_agg_""mean""__isabs_True__qh_1.0__ql_0.2","y__change_quantiles__f_agg_""mean""__isabs_False__qh_0.6__ql_0.0",y__binned_entropy__max_bins_10,y__index_mass_quantile__q_0.1,y__max_langevin_fixed_point__m_3__r_30,y__number_crossing_m__m_1,label
0,0.0,0.0,0.0,0.09781379022569783,1.8679995100324092,0.2504785077188309,0.0,0.0,0.0,0.9730807211268926,0.0,0.3127519627847247,0.0,0.0,1.032843236983174,1.3095624617945583,0.0,0.0,1.0,0.3127519627847247,0.3127519627847247,0.0,0.0,0.0,0.0,-0.0,1.0,0.8110208098906827,0.0,0.0
1,0.0,0.3801763051182511,0.1445340229733656,1.2493672148647679,1.8679995100324092,0.0,0.7603526102365022,0.0,0.7603526102365022,0.7603526102365022,0.7603526102365022,1.3858565358059516,0.0,0.0,1.032843236983174,0.7603526102365022,0.0,0.0,1.0,1.073104573021227,0.9970693119975768,0.0,0.0,0.0,0.0,0.6931471805599453,0.5,0.8110208098906827,1.0,0.0
2,0.0,0.9117786651394495,0.8313403342034763,2.5165804919393606,1.8679995100324092,0.8542367377222593,2.326564552920873,2.189161212223104,2.959162862853685,1.4795814314268425,1.4795814314268425,0.260150856209996,0.5172900972308463,0.0,1.032843236983174,1.9341746311839692,0.0,0.0,1.0,1.073104573021227,0.9210340509739265,0.0,0.0,0.7603526102365022,0.0,1.0986122886681096,0.3333333333333333,0.6372533378061972,2.0,0.0
3,0.0,0.8000213651835105,0.6400341847500879,2.6637485372885967,2.2696831656541865,0.4860955567153597,2.7732618600531316,2.563102340385969,4.468493418271369,1.4894978060904565,1.4894978060904565,0.6437757320317244,0.3450567337935026,0.0,2.291718042035579,1.5951622618949137,0.0,1.5093305554176841,2.0,1.073104573021227,0.8662606638613776,0.0,0.0,0.7603526102365022,0.0,1.0397207708399179,0.25,0.6293123177737094,2.0,0.0
4,0.0,0.7215240631647363,0.5205969737257503,2.6687169195181144,2.2297335193156016,0.2823121058355394,2.8101954941053555,1.9651201842331667,4.922605046249213,1.2306512615623033,1.2306512615623033,0.5732889798756095,0.45979715118762243,0.2783717462068218,2.7526457441451107,1.2392540516021475,0.9637763018842493,0.9817210916977639,3.0,1.073104573021227,0.7973126941414276,0.023445884803687006,0.36873084647538795,0.607232119107173,0.0,1.3321790402101223,0.2,1.173178968912648,2.0,0.0
5,0.0,0.7147811424537777,0.5109120816075277,2.572282143366329,2.3342682375979638,0.28584310613654085,2.7075164046935303,1.7655842208551087,4.2698742669207554,1.0674685667301889,1.0674685667301889,0.297672095842814,0.6931721294641418,0.355369945851911,0.582786439839018,0.9682937648438055,0.6817152260817047,0.6903546714345241,3.0,1.073104573021227,0.7973126941414276,0.03001379486836767,0.07888611970797596,0.2808667294429441,0.10762183090804446,1.6094379124341005,0.2,0.033183178558099116,1.0,0.0
6,0.0,0.5360322114512788,0.2873305317133485,1.4893745302875343,1.6674231372558797,0.16799635950481406,1.5957582342808072,0.5162525450551664,2.2959323927049327,0.5739830981762332,0.5739830981762332,0.5134290200251233,0.3071544885767626,0.0034366882247756007,0.05308906974153862,0.9007395449077481,0.0034366882247756007,0.16624510465470246,4.0,0.38362487582172855,0.33497630835435305,0.020706044427662097,0.08781167564374559,0.2622006124290829,0.10762183090804446,1.3321790402101223,0.2,0.26953807734650426,0.0,0.0
7,0.0,0.23383751501527422,0.0546799834285186,0.557106021491224,0.17985385158871003,0.08586156244046679,0.6071987077885267,0.0897930974699068,1.1033425103662076,0.2758356275915519,0.2758356275915519,1.1910207898030811,0.016087274236188852,0.020706044427662097,0.007691497725568042,0.8069401371385542,0.08781167564374559,0.2622006124290829,5.0,0.5787441302322487,0.5006964284680406,0.0021101296323318723,0.0021101296323318723,0.2708045257401597,0.16624510465470246,1.6094379124341005,0.2,0.3296593911512213,0.0,0.0
8,0.0,0.5480116678968697,0.300316788151109,1.5133997661162044,1.3794451127673815,0.20819998592795752,1.6783242059706134,0.6441715699892834,2.2784329080044383,0.5696082270011096,0.5696082270011096,0.24306198140247337,0.3797395028193748,0.0034366882247756007,0.546069810844046,1.360548063374113,0.0034366882247756007,0.16624510465470246,4.0,0.5787441302322487,0.4520478610006652,0.007324217953259303,0.007324217953259303,0.21641029412945464,0.10762183090804446,1.3321790402101223,0.6,0.3799956105553947,0.0,0.0
9,0.0,0.5808204193028704,0.33735235947916226,1.7009314130710669,1.7860406973970637,0.2352891673654665,2.2411882190338193,1.245650336944555,3.660017225108512,0.915004306277128,0.915004306277128,0.2661730233819345,0.41849827777830706,0.39963749891607664,2.318401102284726,1.0133918890197107,0.39963749891607664,0.8570372632067396,4.0,0.5787441302322487,0.5227457791906663,0.0021101296323318723,0.0021101296323318723,0.2708045257401597,0.22486837840136045,1.3321790402101223,0.4,0.36711039039231447,0.0,0.0
10,0.0,0.6721824287216592,0.45182921748214844,2.3218218898036316,2.2334182582496993,0.24198012151474385,2.5454534437790786,1.5508162317000123,4.662737698446873,1.1656844246117182,1.1656844246117182,0.5598026544814229,0.26101313082934013,0.01711090242721991,2.605271640779704,0.8122241699455487,1.845243767669149,1.3583974998759196,4.0,0.5787441302322487,0.5227457791906663,0.20741110114240674,0.5962384203066721,0.7721647624093397,0.0,1.3321790402101223,0.4,0.8110162949045561,0.0,0.0
11,0.0,0.7043418898853226,0.496097497847228,2.501425653613437,2.2712896520917143,0.28748768146377895,2.8347137038391548,2.0084954539099495,5.6330841250893116,1.4082710312723279,1.4082710312723279,0.3235596110247424,0.025673148162548474,0.012537306767079483,2.0069577782377443,1.0210103032738953,1.527269146801714,1.3346273664910793,4.0,0.5787441302322487,0.5465450783833373,0.0008850103782223033,1.5808987852142213,1.2573379757305596,0.13080864813619897,0.9502705392332347,0.2,6.377108199580993,0.0,0.0
12,0.0,0.6613523648892711,0.4373869505446315,2.73607803760613,2.1190766116035262,0.2673672348729769,2.636516467583537,1.7323383389934413,5.256845204028672,1.314211301007168,1.314211301007168,1.6570203452024557,0.010653427264839645,0.01711090242721991,1.9428004314570444,0.9883578278957541,1.845243767669149,1.3583974998759196,4.0,0.4982465006099702,0.47444720141729924,0.0005942601405479655,1.4195660037566247,1.2558796853388514,0.0,1.0549201679861442,0.2,1.09611480960496,0.0,0.0
13,0.0,0.6145895262706552,0.37772028580158834,1.8905494208872868,2.040043553846023,0.250707684360866,2.5154745354813097,1.58160441064932,5.030226877157258,1.2575567192893145,1.2575567192893145,0.0986912326233913,0.00045413243402399073,0.0005942601405479655,1.918722408019094,0.7481482947458621,1.4195660037566247,1.2558796853388514,5.0,0.5078712171952386,0.5040213305611313,2.3158792336684725e-05,1.5819991149426749,1.2577754628480693,-1.2275888517397207,0.6730116670092565,0.2,1.0299223985071597,0.0,0.0
14,0.0,0.605171399165153,0.36623242236750886,2.1088918728545645,2.0150444078249645,0.2464303330863793,2.477997938856303,1.5337518382524333,4.951479196005021,1.2378697990012553,1.2378697990012553,1.1784094386439299,0.0027968069646130828,0.00029111176152167193,1.8523544281513493,0.7193756418500683,1.612963760061696,1.2700251021384168,5.0,0.5078712171952386,0.5040213305611313,0.00265247920162767,1.3504252910056833,1.2214640320945411,0.0,1.0549201679861442,0.2,0.5965205473234116,0.0,0.0
15,0.0,0.5445057954038599,0.2964865612283901,1.4982881083383661,1.8761898943737598,0.21893529241171591,2.246074029295265,1.2516942554082373,4.413370041464802,1.1033425103662005,1.1033425103662005,0.2815608477435687,0.04384744108747718,0.06350026021737354,1.4659026068654464,0.4312696321382448,1.0019419916551344,1.0009705248683072,5.0,0.5078712171952386,0.5040213305611313,0.03997264975808346,0.9004293490442381,0.9489095578843318,0.7489779451811791,1.0549201679861442,0.2,0.5978797036539455,0.0,0.0
16,0.0,0.5100364038386178,0.26013713324062965,1.34513496359788,1.784341687529014,0.18281740924520373,1.8748546023253152,0.8081344321195463,3.360776036730033,0.8401940091825082,0.8401940091825082,0.47143025674394023,0.1728439718989273,0.07524291630194896,0.6519294034114383,0.26045903258282554,0.07524291630194896,0.4746735225009224,5.0,0.5078712171952386,0.42807356696098275,0.1511623925849808,0.6358952683510647,0.6993960718631098,0.7489779451811791,1.3321790402101223,0.2,0.24053856690412165,0.0,0.0
17,0.0,0.544268690705313,0.2962284076820757,1.5527349803740873,1.8975843388800404,0.19548307583242752,1.8267370853309703,0.7135798103872215,3.2881531752229742,0.8220382938057436,0.8220382938057436,0.5983015208225215,0.1584951382478143,0.16386013087583162,0.36549657514130124,0.3194194309417416,0.6659444500242494,0.7131040015451632,5.0,0.5078712171952386,0.42807356696098275,0.1511623925849808,0.6358952683510647,0.6993960718631098,0.7489779451811791,1.6094379124341005,0.2,0.6290049596864199,0.0,0.0
